"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"RPL11",5.68869576110829e-40,0.14967393311962,0.999,0.998,1.10827170817912e-35,"0","RPL11",0.001
"ARIH1",8.99942444123027e-40,0.880130665665837,0.372,0.28,1.75326786964048e-35,"0","ARIH1",0.092
"RPL7",1.04082209953475e-39,0.268135474733523,0.968,0.963,2.0277296143136e-35,"0","RPL7",0.005
"RASGRP2",1.2705011069941e-39,0.884856634413541,0.179,0.101,2.4751902566459e-35,"0","RASGRP2",0.078
"FTH1",1.74874594733561e-39,0.328303400515094,0.966,0.956,3.40690685459923e-35,"0","FTH1",0.01
"CD83",1.87790910834936e-39,0.63404361047615,0.197,0.114,3.65854252488623e-35,"0","CD83",0.083
"STMN1",2.34567410855773e-39,0.416019603027629,0.286,0.188,4.56984229829217e-35,"0","STMN1",0.098
"THUMPD3-AS1",2.73619724606837e-39,0.594866067927775,0.432,0.333,5.33065947479039e-35,"0","THUMPD3-AS1",0.099
"AXIN2",3.27906616859587e-39,2.55337706011906,0.037,0.006,6.38827670965847e-35,"0","AXIN2",0.031
"NCKAP5L",3.96577705220671e-39,1.3820813023701,0.089,0.036,7.7261268531091e-35,"0","NCKAP5L",0.053
"NELL2",6.13844890382679e-39,0.958055019864001,0.163,0.089,1.19589261544354e-34,"0","NELL2",0.074
"NSUN6",1.08461835129547e-38,0.743541029232137,0.365,0.27,2.11305347199383e-34,"0","NSUN6",0.095
"PRX",2.11098291385727e-38,2.1572206254429,0.047,0.011,4.11261691277673e-34,"0","PRX",0.036
"CYB5D1",2.82343256471257e-38,1.11324693302634,0.111,0.051,5.50061132257303e-34,"0","CYB5D1",0.06
"CBX4",3.28428004689621e-38,0.566425263532625,0.315,0.215,6.3984343873632e-34,"0","CBX4",0.1
"STK19",5.71865851667878e-38,1.09114502194636,0.174,0.099,1.11410905221936e-33,"0","STK19",0.075
"RPS10",6.00483613509296e-38,0.212847526683548,0.939,0.884,1.16986217583881e-33,"0","RPS10",0.0549999999999999
"TSHZ2",8.11087639255783e-38,1.14205987630425,0.096,0.041,1.58016093879812e-33,"0","TSHZ2",0.055
"ERCC5",8.91971040866848e-38,1.32547093562979,0.109,0.05,1.73773798181679e-33,"0","ERCC5",0.059
"ISG20L2",9.68990057884407e-38,0.682567094025466,0.299,0.206,1.8877864307704e-33,"0","ISG20L2",0.093
"PRKCA",1.48755328989941e-37,0.8691341744058,0.175,0.1,2.89805131938204e-33,"0","PRKCA",0.075
"IDI1",1.52655300142149e-37,0.521120891810583,0.485,0.388,2.97403055736934e-33,"0","IDI1",0.097
"BTBD19",3.67147031075861e-37,1.53001162642869,0.072,0.026,7.15275845941992e-33,"0","BTBD19",0.046
"RCAN3",6.82498577316736e-37,0.476432090782721,0.395,0.289,1.32964372832847e-32,"0","RCAN3",0.106
"MEPCE",7.29450097778745e-37,0.726288888919523,0.245,0.159,1.42111468049255e-32,"0","MEPCE",0.086
"ID2",7.71659019452115e-37,0.494962514903849,0.824,0.787,1.50334610169661e-32,"0","ID2",0.0369999999999999
"DUSP2",9.42879665156247e-37,0.416372561063435,0.613,0.511,1.8369181636574e-32,"0","DUSP2",0.102
"AC025259.3",9.4883734506537e-37,1.24069168256848,0.091,0.038,1.84852491565635e-32,"0","AC025259.3",0.053
"AC009404.1",1.53147111068513e-36,1.60126030992746,0.07,0.025,2.98361201783677e-32,"0","AC009404.1",0.045
"AC245140.2",1.61766471839713e-36,1.33572299613113,0.103,0.047,3.15153440438129e-32,"0","AC245140.2",0.056
"AL031777.3",1.91316154973812e-36,0.762892865363791,0.271,0.183,3.72722133119981e-32,"0","AL031777.3",0.088
"SOD2",1.9167907951027e-36,0.679311545000963,0.328,0.234,3.73429182701908e-32,"0","SOD2",0.094
"GPRASP1",1.99774074106755e-36,1.30411706271011,0.09,0.038,3.89199851174779e-32,"0","GPRASP1",0.052
"CLK1",3.12245208901786e-36,0.330834202810856,0.659,0.563,6.0831611598246e-32,"0","CLK1",0.0960000000000001
"LINC02273",7.07641294805217e-36,0.95310540901249,0.151,0.082,1.37862677053952e-31,"0","LINC02273",0.069
"AL645728.1",8.66811372694924e-36,0.866778886546741,0.2,0.123,1.68872191628425e-31,"0","AL645728.1",0.077
"GTF2B",8.903967534653e-36,0.905868733363813,0.271,0.188,1.7346709551011e-31,"0","GTF2B",0.083
"AARSD1",9.49210674674983e-36,1.51403044862494,0.075,0.028,1.8492522364018e-31,"0","AARSD1",0.047
"SELL",9.55581566545308e-36,0.685716045062175,0.169,0.095,1.86166400794357e-31,"0","SELL",0.074
"ARL4A",9.98120274111737e-36,0.68840827688501,0.286,0.196,1.94453791802449e-31,"0","ARL4A",0.09
"PRR3",1.64366502404047e-35,0.847124065378736,0.226,0.145,3.20218819983564e-31,"0","PRR3",0.081
"ODC1",7.04289003582216e-35,0.714378370641007,0.294,0.206,1.37209583677887e-30,"0","ODC1",0.088
"PHLDB1",1.24142231603678e-34,1.94488228091049,0.045,0.011,2.41853895610286e-30,"0","PHLDB1",0.034
"MAL",1.24624993724936e-34,0.994181047650937,0.116,0.057,2.4279441277492e-30,"0","MAL",0.059
"LEPROTL1",1.40458821475258e-34,0.452041033158538,0.519,0.428,2.73641875998097e-30,"0","LEPROTL1",0.091
"RPLP2",1.96516204120036e-34,0.129272702936478,0.999,0.998,3.82852868866654e-30,"0","RPLP2",0.001
"RPS13",3.11592084438618e-34,0.226828488723295,0.993,0.99,6.07043698903316e-30,"0","RPS13",0.003
"RPS27",3.65264198843347e-34,0.113920692675523,1,1,7.11607712186608e-30,"0","RPS27",0
"EPS8",5.32107611076867e-34,0.722937218899191,0.239,0.156,1.03665204789995e-29,"0","EPS8",0.083
"AC116366.1",9.73203630023451e-34,0.879726951591016,0.151,0.084,1.89599531201169e-29,"0","AC116366.1",0.067
"IGF1R",1.11101558069031e-33,1.49398508004786,0.063,0.022,2.16448055430087e-29,"0","IGF1R",0.041
"HIST1H2BD",1.30437600659187e-33,1.06004535452856,0.129,0.068,2.54118533604228e-29,"0","HIST1H2BD",0.061
"RGMB",1.53719565016708e-33,2.76613785831578,0.03,0.004,2.99476456565551e-29,"0","RGMB",0.026
"RGS16",1.62296414200431e-33,0.807869021605824,0.166,0.096,3.16185874145279e-29,"0","RGS16",0.07
"GNL3",1.66695663491285e-33,0.846157960303466,0.294,0.209,3.24756491613722e-29,"0","GNL3",0.085
"ARG2",2.53447027293707e-33,1.75759043746231,0.053,0.016,4.937654985736e-29,"0","ARG2",0.037
"FAM117B",2.57284225565782e-33,1.38874578345433,0.072,0.028,5.01241128247257e-29,"0","FAM117B",0.044
"JOSD1",2.88433096697695e-33,0.422930110040459,0.459,0.358,5.61925358986449e-29,"0","JOSD1",0.101
"RETREG1",6.31361206792423e-33,0.924075976524097,0.134,0.072,1.230017903073e-28,"0","RETREG1",0.062
"RBM39",8.08101619138627e-33,0.256616542611552,0.839,0.789,1.57434357440587e-28,"0","RBM39",0.0499999999999999
"AC004520.1",8.44745940539221e-33,1.09380876166398,0.104,0.05,1.64573404135851e-28,"0","AC004520.1",0.054
"RND1",9.61328024909959e-33,1.19998158698168,0.093,0.042,1.87285925812958e-28,"0","RND1",0.051
"RPL36",9.99315579994234e-33,0.132755658879412,0.996,0.994,1.94686661294477e-28,"0","RPL36",0.002
"MYC",1.61136032748224e-32,1.1792058791265,0.098,0.046,3.1392521900009e-28,"0","MYC",0.052
"EHD1",1.73422390527622e-32,0.65170918898774,0.307,0.222,3.37861501225913e-28,"0","EHD1",0.085
"FSCN1",1.82109166342653e-32,1.54682038374261,0.054,0.017,3.54785077868756e-28,"0","FSCN1",0.037
"ATP1B2",2.22782527998357e-32,1.57036997526836,0.059,0.02,4.340249210464e-28,"0","ATP1B2",0.039
"WSB1",2.33164824888464e-32,0.487705520390295,0.505,0.42,4.54251711847705e-28,"0","WSB1",0.085
"IQCN",2.51711889612618e-32,1.1428158244391,0.104,0.051,4.90385103343302e-28,"0","IQCN",0.053
"ASXL1",8.17416331959801e-32,0.559290646942702,0.38,0.292,1.59249049792408e-27,"0","ASXL1",0.088
"TNF",9.66045056402895e-32,0.608123953178995,0.393,0.305,1.88204897888412e-27,"0","TNF",0.088
"PAF1",1.21789399684263e-31,0.657351036225152,0.211,0.134,2.37270108464881e-27,"0","PAF1",0.077
"MAT2A",1.47460985599121e-31,0.464033232099833,0.409,0.314,2.87283492144207e-27,"0","MAT2A",0.095
"ZNF165",1.48933068127071e-31,1.51133129902399,0.062,0.023,2.90151403325159e-27,"0","ZNF165",0.039
"AC044849.1",1.69137269959424e-31,0.701177860570517,0.22,0.143,3.2951322933495e-27,"0","AC044849.1",0.077
"AC091271.1",1.82754173899656e-31,0.626621910779521,0.263,0.179,3.56041681591309e-27,"0","AC091271.1",0.084
"NKRF",1.84161998724652e-31,0.828224141996472,0.158,0.092,3.58784405915367e-27,"0","NKRF",0.066
"HECA",2.06101687223108e-31,0.582813441704343,0.334,0.248,4.01527307048059e-27,"0","HECA",0.086
"RGPD5",2.17505720739457e-31,1.09558433573237,0.116,0.06,4.2374464514461e-27,"0","RGPD5",0.056
"EMC1",2.30323321920303e-31,0.879535434440092,0.172,0.104,4.48715895765135e-27,"0","EMC1",0.068
"RPS23",3.1308381913657e-31,0.141341583019039,0.998,0.998,6.09949896441866e-27,"0","RPS23",0
"CDKN2AIP",3.57474748606511e-31,0.671295486699844,0.248,0.168,6.96432305235204e-27,"0","CDKN2AIP",0.08
"SRSF6",4.45084360441363e-31,0.533285995346383,0.351,0.263,8.67113351011864e-27,"0","SRSF6",0.088
"NXT1",4.5248023167014e-31,0.724856928057201,0.187,0.115,8.81521987339767e-27,"0","NXT1",0.072
"RPL27A",7.02701466957853e-31,0.122388423839606,0.998,0.994,1.36900299792729e-26,"0","RPL27A",0.004
"RPS2",1.0771407311695e-30,0.105771912992583,0.999,0.998,2.09848557246441e-26,"0","RPS2",0.001
"GCNT4",1.31936194346724e-30,1.95939023054782,0.04,0.01,2.57038093826287e-26,"0","GCNT4",0.03
"EEF1A1",2.15392062293114e-30,0.109813631477622,1,1,4.19626815759445e-26,"0","EEF1A1",0
"ACOT13",2.52608526930189e-30,0.631881512013055,0.242,0.163,4.92131932165394e-26,"0","ACOT13",0.079
"MORF4L2",2.76495941829486e-30,0.587197142567569,0.311,0.226,5.38669393872205e-26,"0","MORF4L2",0.085
"PPP2R5C",8.20018752156965e-30,0.34858231015355,0.754,0.686,1.5975605329522e-25,"0","PPP2R5C",0.0679999999999999
"MCUB",8.81859985347234e-30,0.593926573793869,0.246,0.167,1.71803962345348e-25,"0","MCUB",0.079
"ZNF703",9.98286039554937e-30,1.71257409946926,0.045,0.014,1.94486086226093e-25,"0","ZNF703",0.031
"AL451085.1",1.09746991315202e-29,0.688897400231806,0.241,0.165,2.13809088480277e-25,"0","AL451085.1",0.076
"NFKBID",2.18986079939233e-29,0.524862666227902,0.245,0.165,4.26628680937614e-25,"0","NFKBID",0.08
"C22orf46",2.80462967205414e-29,0.803049220185175,0.178,0.111,5.46397952709587e-25,"0","C22orf46",0.067
"TRIM28",3.11458632962339e-29,0.593123912584968,0.274,0.192,6.0678370873723e-25,"0","TRIM28",0.082
"HNRNPA1",3.68022100731416e-29,0.232114355236749,0.837,0.777,7.16980656644944e-25,"0","HNRNPA1",0.0599999999999999
"OSER1",3.82761584478924e-29,0.77674344438162,0.169,0.103,7.45696118881839e-25,"0","OSER1",0.066
"SERPINE3",4.06824472408276e-29,2.41438742769938,0.028,0.005,7.92575437145803e-25,"0","SERPINE3",0.023
"AC007952.4",4.20453141935636e-29,0.763235787683378,0.233,0.159,8.19126811119006e-25,"0","AC007952.4",0.074
"PNP",4.49266613783357e-29,0.596875657580251,0.253,0.174,8.75261216972737e-25,"0","PNP",0.079
"RNASET2",4.54262426028003e-29,0.492288226827196,0.348,0.262,8.84994058387755e-25,"0","RNASET2",0.086
"CEBPB",5.63192171581969e-29,0.696615564690141,0.267,0.189,1.09721098867599e-24,"0","CEBPB",0.078
"MTRNR2L8",6.97335860692509e-29,0.409954889159842,0.523,0.433,1.35854972380115e-24,"0","MTRNR2L8",0.09
"PITHD1",7.82239123068591e-29,0.567288048648641,0.288,0.206,1.52395825956223e-24,"0","PITHD1",0.082
"AP3M2",1.16298309285127e-28,0.85583172499482,0.171,0.106,2.26572366149285e-24,"0","AP3M2",0.065
"INSIG1",1.55534134690909e-28,0.571693914580363,0.26,0.181,3.03011601204829e-24,"0","INSIG1",0.079
"RPS16",1.62903164339221e-28,0.13343713313109,0.997,0.99,3.17367944765671e-24,"0","RPS16",0.00700000000000001
"MASTL",1.67114329729242e-28,1.07571349240995,0.104,0.053,3.2557213717851e-24,"0","MASTL",0.051
"RPL31",1.79618029345241e-28,0.237916851834907,0.956,0.946,3.49931844770398e-24,"0","RPL31",0.01
"TUFT1",3.34737812548026e-28,1.53365043730958,0.048,0.016,6.52136206406064e-24,"0","TUFT1",0.032
"SLC35A2",4.07118693268836e-28,1.02492032500495,0.109,0.057,7.93148638226346e-24,"0","SLC35A2",0.052
"KRT73-AS1",5.1596584246577e-28,3.01575908812428,0.021,0.002,1.00520465429181e-23,"0","KRT73-AS1",0.019
"JMY",5.30801742935325e-28,0.921477320323103,0.212,0.142,1.0341079555866e-23,"0","JMY",0.07
"HOMER1",6.34498968023534e-28,1.16960054420418,0.113,0.061,1.23613088950345e-23,"0","HOMER1",0.052
"MAN1C1",1.52693617724619e-27,0.971963970244599,0.101,0.051,2.97477706051102e-23,"0","MAN1C1",0.05
"GTPBP1",1.57663333862863e-27,0.539083593192443,0.277,0.197,3.07159707031629e-23,"0","GTPBP1",0.08
"ETV3",1.71156458394397e-27,0.773412929684942,0.213,0.143,3.33447012243964e-23,"0","ETV3",0.07
"AC136475.3",1.74692981750064e-27,0.954193204857797,0.109,0.057,3.40336867045475e-23,"0","AC136475.3",0.052
"LRRC75A",1.78187082370195e-27,0.65145065638562,0.243,0.169,3.47144073873613e-23,"0","LRRC75A",0.074
"RPL14",2.00472703226753e-27,0.124128085251185,0.996,0.99,3.9056092042636e-23,"0","RPL14",0.00600000000000001
"RIC3",2.32550529082006e-27,1.05547672027326,0.092,0.045,4.53054940757564e-23,"0","RIC3",0.047
"DNAJA4",4.9342039542867e-27,0.786806596665416,0.17,0.107,9.61281614374135e-23,"0","DNAJA4",0.063
"SESN3",5.74908316642796e-27,0.793366666787835,0.188,0.123,1.1200363824835e-22,"0","SESN3",0.065
"OPA3",1.1547101737686e-26,0.944786970872955,0.12,0.067,2.24960636053598e-22,"0","OPA3",0.053
"NASP",1.45731592769007e-26,0.433336214276217,0.442,0.357,2.83914289032579e-22,"0","NASP",0.085
"KLF3",1.73940576407789e-26,0.696292230753205,0.186,0.12,3.38871030957655e-22,"0","KLF3",0.066
"NFATC1",2.95206386780016e-26,0.93868969499707,0.111,0.06,5.75121082724826e-22,"0","NFATC1",0.051
"LINC01220",3.60622107061327e-26,1.26472849550811,0.072,0.032,7.02563988976876e-22,"0","LINC01220",0.04
"TOPORS",3.95866587012576e-26,0.576843922714272,0.304,0.226,7.712272848179e-22,"0","TOPORS",0.078
"MAML2",4.28318882765922e-26,0.588372991581713,0.262,0.187,8.3445084740457e-22,"0","MAML2",0.075
"SLC22A17",4.91538118175688e-26,2.34965982467772,0.027,0.005,9.57614561829876e-22,"0","SLC22A17",0.022
"CRABP2",5.12146835151271e-26,2.20316751770053,0.032,0.008,9.97764464241707e-22,"0","CRABP2",0.024
"GZF1",7.48384515224723e-26,0.937924948071721,0.12,0.067,1.45800271256081e-21,"0","GZF1",0.053
"SKIL",1.68945631893322e-25,0.419843540131232,0.394,0.308,3.29139880054569e-21,"0","SKIL",0.086
"AL118516.1",1.86631896054965e-25,0.670821701687516,0.203,0.136,3.63596259894284e-21,"0","AL118516.1",0.067
"NPM1",2.23453956935425e-25,0.27101681646766,0.838,0.811,4.35332998901594e-21,"0","NPM1",0.0269999999999999
"AC020916.1",2.25223991174785e-25,0.423237773448273,0.308,0.225,4.38781379606716e-21,"0","AC020916.1",0.083
"VMP1",2.41623049660171e-25,0.527971616615955,0.555,0.497,4.70730025347946e-21,"0","VMP1",0.0580000000000001
"THAP9-AS1",3.50402154196934e-25,0.642882889942514,0.198,0.132,6.82653476806468e-21,"0","THAP9-AS1",0.066
"KLF10",3.76745247240314e-25,0.511249943970945,0.243,0.17,7.3397509067358e-21,"0","KLF10",0.073
"RCC1",3.83844035053631e-25,0.884841659493365,0.125,0.072,7.47804949091484e-21,"0","RCC1",0.053
"PTP4A1",4.03495988636763e-25,0.513440161621229,0.29,0.214,7.86090885062142e-21,"0","PTP4A1",0.076
"USP53",4.75620983615318e-25,0.729301738433073,0.152,0.093,9.26604800279362e-21,"0","USP53",0.059
"AL591895.1",4.76996190269172e-25,1.21657809751238,0.064,0.027,9.292839778824e-21,"0","AL591895.1",0.037
"ARL6IP1",5.61595923847574e-25,0.46601906086333,0.392,0.315,1.09410117883984e-20,"0","ARL6IP1",0.077
"ALG13",6.78639276015253e-25,0.840283582345905,0.273,0.204,1.32212503753292e-20,"0","ALG13",0.069
"AL627171.1",8.80756070375915e-25,0.620854416833661,0.214,0.146,1.71588897630636e-20,"0","AL627171.1",0.068
"LETM2",1.04492965949423e-24,0.983013809501159,0.108,0.06,2.03573196262666e-20,"0","LETM2",0.048
"HNRNPA0",1.48937129590868e-24,0.441178898163109,0.391,0.312,2.90159315868929e-20,"0","HNRNPA0",0.079
"AL031432.1",1.57138139863043e-24,1.97658849084361,0.035,0.01,3.06136524081181e-20,"0","AL031432.1",0.025
"SLFN11",2.25800452862019e-24,0.75712033862962,0.226,0.159,4.39904442265786e-20,"0","SLFN11",0.067
"CSRNP1",3.10981080316876e-24,0.557797380159579,0.213,0.145,6.05853340673338e-20,"0","CSRNP1",0.068
"NOSIP",3.17978207051657e-24,0.560133298344523,0.26,0.19,6.19485142978038e-20,"0","NOSIP",0.07
"FAU",3.3288299083843e-24,0.116168155870075,0.996,0.991,6.48522642751429e-20,"0","FAU",0.005
"HIST1H2BG",4.05946231197217e-24,0.71467219855259,0.246,0.179,7.90864447618418e-20,"0","HIST1H2BG",0.067
"ATP1B3-AS1",4.7450292509538e-24,1.61125225633761,0.04,0.013,9.24426598670819e-20,"0","ATP1B3-AS1",0.027
"RPS21",7.24160684508701e-24,0.110968046126913,0.997,0.994,1.41080984555985e-19,"0","RPS21",0.003
"BEX2",8.56828743494395e-24,0.872432623076375,0.107,0.059,1.66927375807578e-19,"0","BEX2",0.048
"NOP56",1.10688835559673e-23,0.414656639484988,0.412,0.331,2.15643989437355e-19,"0","NOP56",0.081
"ANK3",1.18736689148572e-23,0.821711292481797,0.151,0.095,2.31322817799247e-19,"0","ANK3",0.056
"SEC14L3",1.20029275556518e-23,3.19508278756885,0.018,0.002,2.33841034639209e-19,"0","SEC14L3",0.016
"LDLRAP1",1.34791576227564e-23,0.818550182180454,0.124,0.073,2.62600948806541e-19,"0","LDLRAP1",0.051
"BAIAP2",1.39234422068771e-23,1.31933203668083,0.06,0.026,2.71256501074379e-19,"0","BAIAP2",0.034
"TAF1D",1.90729007830999e-23,0.340141028571292,0.562,0.495,3.71578253056352e-19,"0","TAF1D",0.0670000000000001
"GPBP1",2.19166992123794e-23,0.31368298665093,0.618,0.552,4.26981134055576e-19,"0","GPBP1",0.0659999999999999
"CD68",2.59414515272739e-23,1.4689317162899,0.042,0.014,5.05391358654351e-19,"0","CD68",0.028
"ARC",2.80910484790143e-23,1.75166737550745,0.037,0.012,5.47269806468157e-19,"0","ARC",0.025
"RPS9",2.89866256565342e-23,0.11857659724263,0.993,0.989,5.647174410406e-19,"0","RPS9",0.004
"AQP3",3.24207867553563e-23,0.609088942313559,0.181,0.119,6.31621767567852e-19,"0","AQP3",0.062
"CCDC59",3.37436335622431e-23,0.443820285165164,0.356,0.28,6.57393469059619e-19,"0","CCDC59",0.076
"NUDT4",3.75661400444763e-23,0.590153355912378,0.255,0.186,7.31863540346488e-19,"0","NUDT4",0.069
"KIAA1191",4.24605053579008e-23,0.689323129320603,0.152,0.095,8.27215565382623e-19,"0","KIAA1191",0.057
"AL022326.1",6.52953861144364e-23,1.85628087411709,0.034,0.01,1.27208471228145e-18,"0","AL022326.1",0.024
"MPDU1",6.85258978014309e-23,0.802099202727676,0.145,0.091,1.33502154096748e-18,"0","MPDU1",0.054
"ZFAND2A",6.94934714728189e-23,0.567009309676626,0.232,0.165,1.35387181123346e-18,"0","ZFAND2A",0.067
"PHLDB3",7.34958338565883e-23,1.20147950814015,0.062,0.027,1.43184583519405e-18,"0","PHLDB3",0.035
"AC087239.1",9.61697041530869e-23,0.788255601207361,0.152,0.097,1.87357817631044e-18,"0","AC087239.1",0.055
"HMGCS1",1.0593090264791e-22,0.591775681081905,0.195,0.132,2.06374584538658e-18,"0","HMGCS1",0.063
"SQSTM1",1.08211966167411e-22,0.428685693303503,0.551,0.488,2.10818552487351e-18,"0","SQSTM1",0.0630000000000001
"KRT72",1.17530816386532e-22,3.34026112667547,0.017,0.002,2.28973536484241e-18,"0","KRT72",0.015
"AL031280.1",1.17814616512081e-22,1.01755683918668,0.085,0.044,2.29526435888836e-18,"0","AL031280.1",0.041
"ARMH1",1.49649029199232e-22,1.04334491979618,0.064,0.029,2.91546238685944e-18,"0","ARMH1",0.035
"HIST1H2BJ",1.66623023699137e-22,1.17888589097004,0.069,0.032,3.24614974770658e-18,"0","HIST1H2BJ",0.037
"HPCAL4",1.69873563761859e-22,2.22177138980451,0.023,0.005,3.30947676920855e-18,"0","HPCAL4",0.018
"AC243772.2",2.89604890050804e-22,2.26987179878407,0.027,0.006,5.64208246796976e-18,"0","AC243772.2",0.021
"ATG9B",3.16952659326117e-22,1.66094939911874,0.037,0.012,6.17487170899141e-18,"0","ATG9B",0.025
"AC092069.1",3.65749764540631e-22,0.644518993681409,0.16,0.103,7.12553691278056e-18,"0","AC092069.1",0.057
"ATF7IP2",3.69801196680507e-22,0.524741960415815,0.259,0.191,7.20446691372965e-18,"0","ATF7IP2",0.068
"MKNK2",4.0838929436835e-22,0.468603553666638,0.334,0.26,7.95624023288419e-18,"0","MKNK2",0.074
"NDUFV2-AS1",4.33191930235223e-22,0.697380060317992,0.158,0.102,8.43944518484261e-18,"0","NDUFV2-AS1",0.056
"CSRNP2",4.45316832006467e-22,0.812901548143396,0.138,0.086,8.67566252114998e-18,"0","CSRNP2",0.052
"RPS8",4.77281710554286e-22,0.117038553323277,0.999,0.998,9.29840228501861e-18,"0","RPS8",0.001
"FAM177A1",6.10702465413676e-22,0.451311448118149,0.38,0.306,1.18977054311892e-17,"0","FAM177A1",0.074
"FRAT2",6.29438984952786e-22,0.870569680269956,0.109,0.062,1.22627303048502e-17,"0","FRAT2",0.047
"ZC3H12A",9.37361894907677e-22,0.440235072364767,0.258,0.188,1.82616844365914e-17,"0","ZC3H12A",0.07
"SORL1",1.35504386959351e-21,0.442364791826666,0.291,0.22,2.63989646674208e-17,"0","SORL1",0.071
"LSMEM1",1.79111412944021e-21,1.01529897169848,0.085,0.045,3.48944854697542e-17,"0","LSMEM1",0.04
"TFRC",1.79228092426569e-21,0.396890926826087,0.351,0.274,3.49172169665441e-17,"0","TFRC",0.077
"LMNA",1.94720043143077e-21,0.708532366073205,0.212,0.151,3.79353588051343e-17,"0","LMNA",0.061
"HAX1",3.2559977681595e-21,0.529094981166796,0.309,0.24,6.34333485192834e-17,"0","HAX1",0.069
"AL021707.1",3.41184745221235e-21,1.10165675966224,0.059,0.026,6.64696120640009e-17,"0","AL021707.1",0.033
"RPS5",4.87319222297785e-21,0.12711723054441,0.969,0.955,9.49395308880545e-17,"0","RPS5",0.014
"HIST1H2BE",5.07231597873651e-21,0.864567820169615,0.122,0.074,9.88188598977446e-17,"0","HIST1H2BE",0.048
"MILR1",5.08310069983275e-21,1.66101451884796,0.036,0.012,9.90289678341416e-17,"0","MILR1",0.024
"AL022069.1",6.206586084777e-21,1.13458043244312,0.067,0.032,1.20916710103626e-16,"0","AL022069.1",0.035
"RPS27A",7.06399529566395e-21,0.100164111839339,0.998,0.999,1.37620756350125e-16,"0","RPS27A",-0.001
"NUP210L",7.989057262069e-21,1.55235856728404,0.038,0.013,1.55642813579628e-16,"0","NUP210L",0.025
