"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"IGHG1",0,5.33933619514916,0.608,0.034,0,"7","IGHG1",0.574
"JCHAIN",0,5.24300048945183,0.905,0.04,0,"7","JCHAIN",0.865
"IGHG4",0,5.00575743227997,0.603,0.042,0,"7","IGHG4",0.561
"IGHA2",0,3.02813871263314,0.422,0.011,0,"7","IGHA2",0.411
"MZB1",0,2.58716473313991,0.918,0.027,0,"7","MZB1",0.891
"DERL3",0,1.74311296606207,0.841,0.011,0,"7","DERL3",0.83
"CD79A1",0,0.985085578167095,0.638,0.05,0,"7","CD79A",0.588
"JSRP1",0,0.873659726097229,0.466,0.011,0,"7","JSRP1",0.455
"FCRL5",0,0.797336657407826,0.53,0.011,0,"7","FCRL5",0.519
"SDC11",0,0.770052318591925,0.522,0.032,0,"7","SDC1",0.49
"TNFRSF17",0,0.756861333230014,0.47,0.002,0,"7","TNFRSF17",0.468
"POU2AF11",0,0.703705246199448,0.504,0.026,0,"7","POU2AF1",0.478
"CPNE5",0,0.681450859411833,0.534,0.025,0,"7","CPNE5",0.509
"SPAG4",0,0.561358725702899,0.371,0.013,0,"7","SPAG4",0.358
"TXNDC5",0,0.450423426525363,0.349,0.006,0,"7","TXNDC5",0.343
"LINC02362",0,0.368647910395831,0.345,0.004,0,"7","LINC02362",0.341
"KCNN3",0,0.35674901384174,0.31,0.006,0,"7","KCNN3",0.304
"IGHG3",5.32036820111144e-302,5.5927798179669,0.616,0.055,1.30583117128079e-297,"7","IGHG3",0.561
"PRDX42",7.11076916762977e-252,1.21177232265606,0.746,0.095,1.74526718450305e-247,"7","PRDX4",0.651
"IGLC3",2.72774494286035e-230,5.48961297188097,0.392,0.027,6.69497718775645e-226,"7","IGLC3",0.365
"BHLHE411",1.13071575691257e-228,0.476287119558053,0.401,0.027,2.77522875376621e-224,"7","BHLHE41",0.374
"IGHA1",1.62613918573739e-224,6.19630939313107,0.573,0.063,3.99119601747386e-220,"7","IGHA1",0.51
"EAF21",3.92319286906376e-165,0.495555188453198,0.427,0.042,9.62908457783009e-161,"7","EAF2",0.385
"MEF2C3",1.43321462596471e-162,0.765741477123237,0.672,0.1,3.51768197796779e-158,"7","MEF2C",0.572
"MANEA",6.03355966064667e-159,0.56338266775475,0.47,0.053,1.48087688310912e-154,"7","MANEA",0.417
"CADM1",7.24458898795851e-157,0.33180239407396,0.263,0.017,1.77811192120454e-152,"7","CADM1",0.246
"IGLC2",5.32964496652702e-153,6.21449663743564,0.513,0.071,1.30810806058439e-148,"7","IGLC2",0.442
"SEC11C",6.97871926320054e-152,1.44288941822381,0.81,0.198,1.71285685595994e-147,"7","SEC11C",0.612
"SSR41",2.73636494431082e-149,2.1940921944419,0.974,0.519,6.71613411931647e-145,"7","SSR4",0.455
"GNG71",4.35214906120127e-149,0.306709396562997,0.332,0.028,1.06819146558124e-144,"7","GNG7",0.304
"ITM2C",1.10742573084299e-148,0.878122504859862,0.664,0.111,2.71806571378104e-144,"7","ITM2C",0.553
"COBLL11",1.75117344601785e-140,0.564642847357556,0.384,0.04,4.2980801059062e-136,"7","COBLL1",0.344
"CDK14",6.75976019107047e-139,0.559562334938539,0.345,0.033,1.65911554129634e-134,"7","CDK14",0.312
"FKBP11",1.88185807745446e-138,1.20827301638133,0.78,0.183,4.61883246530424e-134,"7","FKBP11",0.597
"IGKC",4.24916175568515e-137,6.3312255421324,0.815,0.24,1.04291426131536e-132,"7","IGKC",0.575
"DENND5B1",6.26103339184504e-136,0.316844882600465,0.293,0.024,1.53670803569445e-131,"7","DENND5B",0.269
"FKBP21",1.8527861277138e-132,1.15835570208105,0.806,0.207,4.54747827186075e-128,"7","FKBP2",0.599
"GAB1",4.9371691475539e-127,0.277744581514237,0.276,0.023,1.21177879557563e-122,"7","GAB1",0.253
"TXNDC11",5.30693630571175e-118,0.554369734372143,0.543,0.089,1.30253444687389e-113,"7","TXNDC11",0.454
"CD381",1.0190512268187e-115,0.554403630146642,0.487,0.072,2.50115933110381e-111,"7","CD38",0.415
"XBP1",4.14697606232213e-113,1.59581229000104,0.849,0.322,1.01783380473634e-108,"7","XBP1",0.527
"RAB301",4.23572963150966e-112,0.70450916495962,0.461,0.069,1.03961748075773e-107,"7","RAB30",0.392
"SPATS21",1.18088479660491e-109,0.410632647433659,0.422,0.06,2.89836364478709e-105,"7","SPATS2",0.362
"CHPF2",2.01260928622754e-108,0.360849881953439,0.362,0.044,4.93974823211686e-104,"7","CHPF",0.318
"ARSA",6.93355672354232e-107,0.393919173901247,0.379,0.049,1.70177216222623e-102,"7","ARSA",0.33
"PIM21",2.83676626520697e-104,0.946987933630367,0.72,0.175,6.96255912132398e-100,"7","PIM2",0.545
"TP53INP1",3.86192357195742e-103,0.538045156747776,0.513,0.087,9.47870521501229e-99,"7","TP53INP1",0.426
"PDK1",1.02056551226907e-99,0.609242966306371,0.491,0.085,2.5048759933132e-95,"7","PDK1",0.406
"HSP90B14",1.04283789164158e-98,1.51483722966425,0.97,0.575,2.55954132124511e-94,"7","HSP90B1",0.395
"ANKRD282",2.24969999531257e-94,1.26403614357484,0.659,0.171,5.52166366849517e-90,"7","ANKRD28",0.488
"SDF2L11",3.37072173693135e-93,0.747242099824448,0.651,0.155,8.2730994311243e-89,"7","SDF2L1",0.496
"SLAMF71",3.92792401657764e-91,0.607031296654607,0.703,0.165,9.64069670628816e-87,"7","SLAMF7",0.538
"SSR33",2.49801924485496e-86,0.974625467776686,0.75,0.246,6.13113843457201e-82,"7","SSR3",0.504
"TPD522",1.65908238301728e-85,0.476966133527454,0.56,0.117,4.0720518008776e-81,"7","TPD52",0.443
"RALGPS21",7.16088269953369e-83,0.288271063445715,0.461,0.083,1.75756704977355e-78,"7","RALGPS2",0.378
"SELENOS2",1.37867485151956e-81,0.82805328917553,0.78,0.246,3.38381955556961e-77,"7","SELENOS",0.534
"MEI1",6.09427849123406e-81,0.25962850077923,0.319,0.044,1.49577971288849e-76,"7","MEI1",0.275
"RRBP12",1.3471872183869e-79,0.940996165004222,0.711,0.211,3.30653630880882e-75,"7","RRBP1",0.5
"CRELD2",1.79911852787502e-79,0.520885426621083,0.513,0.109,4.41575651481646e-75,"7","CRELD2",0.404
"RASSF61",1.58791421261549e-77,0.426930674727264,0.254,0.031,3.89737664344346e-73,"7","RASSF6",0.223
"TRAM21",9.84911872180727e-77,0.260758424939524,0.284,0.038,2.41736769908038e-72,"7","TRAM2",0.246
"UBE2J11",4.80387355113631e-76,0.715815683274913,0.616,0.166,1.1790627243909e-71,"7","UBE2J1",0.45
"BLNK1",6.11151133444514e-76,0.316589352908503,0.28,0.038,1.50000934192622e-71,"7","BLNK",0.242
"PLPP5",1.02753640292848e-75,0.448428333666423,0.496,0.105,2.52198534734767e-71,"7","PLPP5",0.391
"GAS62",6.43383719048725e-75,0.296445596214928,0.276,0.037,1.57912100003319e-70,"7","GAS6",0.239
"HERPUD11",3.04724248995898e-74,1.16077330527311,0.871,0.445,7.47915196735531e-70,"7","HERPUD1",0.426
"SIL11",8.22305625147827e-73,0.357607430050273,0.401,0.075,2.01826692636283e-68,"7","SIL1",0.326
"SEL1L1",3.26323211445556e-71,0.797508268360494,0.668,0.198,8.00927690171972e-67,"7","SEL1L",0.47
"LMAN11",3.37246149641929e-71,0.779720699811531,0.724,0.229,8.2773694968115e-67,"7","LMAN1",0.495
"METTL7A",3.97979437498101e-70,0.271116797813289,0.289,0.042,9.76800731395338e-66,"7","METTL7A",0.247
"ERLEC11",4.89024155752303e-70,0.815033153080942,0.625,0.183,1.20026088787845e-65,"7","ERLEC1",0.442
"SEL1L31",4.99703555741347e-70,0.464932922782527,0.591,0.146,1.22647240721156e-65,"7","SEL1L3",0.445
"ADA21",8.19215122919078e-69,0.464610995255658,0.522,0.116,2.01068159769258e-64,"7","ADA2",0.406
"MIR29B2CHG1",3.99902265736463e-67,0.642133350592735,0.517,0.124,9.81520121023576e-63,"7","MIR29B2CHG",0.393
"RASGRP3",5.12621182052241e-67,0.302423260302573,0.302,0.047,1.25817742922902e-62,"7","RASGRP3",0.255
"TOR3A",1.09508283492917e-65,0.54632960438366,0.388,0.077,2.68777131005015e-61,"7","TOR3A",0.311
"CLPTM1L1",9.88423409487729e-64,0.482256123591984,0.552,0.144,2.42598641624668e-59,"7","CLPTM1L",0.408
"EIF2AK31",7.78770535397784e-63,0.341553183548315,0.375,0.073,1.91141440208032e-58,"7","EIF2AK3",0.302
"EIF2AK41",4.16059969261916e-62,0.263066873963345,0.422,0.089,1.02117758855645e-57,"7","EIF2AK4",0.333
"TENT5C1",2.76551179949021e-58,0.688677449947904,0.733,0.259,6.78767216066878e-54,"7","TENT5C",0.474
"IGHM1",3.17666692696838e-58,4.21108178041379,0.293,0.052,7.79681130555119e-54,"7","IGHM",0.241
"LARP1B1",7.12275233963081e-58,0.413198683529587,0.409,0.092,1.74820833423899e-53,"7","LARP1B",0.317
"CREB3L21",2.28290103226056e-57,0.358307398455671,0.491,0.122,5.60315229358033e-53,"7","CREB3L2",0.369
"TXNDC151",8.06287569232673e-57,0.305278731532112,0.453,0.107,1.97895220992467e-52,"7","TXNDC15",0.346
"SRPRB1",5.55804293667907e-56,0.345612321243785,0.435,0.102,1.36416605837851e-51,"7","SRPRB",0.333
"SEC61A12",6.79802541546101e-54,0.448292842013439,0.534,0.146,1.66850735797075e-49,"7","SEC61A1",0.388
"SPCS21",7.48354534684345e-54,0.772994247338124,0.793,0.378,1.83676136992926e-49,"7","SPCS2",0.415
"ELL22",6.63328932577617e-53,0.368786938518951,0.642,0.198,1.6280745321185e-48,"7","ELL2",0.444
"MYDGF3",5.23903549624497e-52,0.6421037617803,0.625,0.206,1.28586887219837e-47,"7","MYDGF",0.419
"ST6GAL11",4.47797658867625e-50,0.431732738805728,0.547,0.159,1.0990745739247e-45,"7","ST6GAL1",0.388
"PGM32",7.845582340587e-50,0.298640135766954,0.366,0.083,1.92561972967367e-45,"7","PGM3",0.283
"HDLBP3",2.57727563775268e-48,0.512966199537037,0.603,0.194,6.32566532530017e-44,"7","HDLBP",0.409
"PDIA43",1.55790790030402e-47,0.488875628770897,0.556,0.169,3.82372915050618e-43,"7","PDIA4",0.387
"MANF2",7.67585285678176e-47,0.526063419000276,0.629,0.215,1.88396132516851e-42,"7","MANF",0.414
"AC007952.41",1.42865716662036e-46,0.765315459432779,0.543,0.176,3.50649614975301e-42,"7","AC007952.4",0.367
"RPN23",1.61721488406178e-46,0.569652280681364,0.659,0.237,3.96929221144123e-42,"7","RPN2",0.422
"Z93930.2",5.50435363839406e-43,0.316262347195546,0.345,0.081,1.35098855700744e-38,"7","Z93930.2",0.264
"SPCS3",7.91809894065421e-43,0.671690058860607,0.789,0.383,1.94341820399417e-38,"7","SPCS3",0.406
"CHID1",7.85851181574012e-42,0.250433710885111,0.289,0.062,1.92879314005525e-37,"7","CHID1",0.227
"CD27",8.6628063040207e-40,0.464303085609283,0.487,0.15,2.12619917925884e-35,"7","CD27",0.337
"PDIA64",7.04434699509044e-39,0.595432812004836,0.698,0.287,1.728964526475e-34,"7","PDIA6",0.411
"SEC24D1",9.38526952298876e-39,0.312238897605155,0.375,0.102,2.30352055172236e-34,"7","SEC24D",0.273
"CPEB41",3.37364721914782e-38,0.529604080027418,0.69,0.291,8.28027973467641e-34,"7","CPEB4",0.399
"LRRC592",4.2267843176353e-38,0.388047328184105,0.409,0.12,1.03742194292041e-33,"7","LRRC59",0.289
"HM131",8.60243046566131e-38,0.439354523691469,0.578,0.21,2.11138053349191e-33,"7","HM13",0.368
"TMED92",2.15174330380435e-35,0.358866207509359,0.539,0.193,5.28123876485739e-31,"7","TMED9",0.346
"SEC61B3",7.04976181969987e-35,0.567697381720928,0.776,0.418,1.73029354102713e-30,"7","SEC61B",0.358
"DNAJB9",1.75323811001978e-34,0.29833114478974,0.599,0.219,4.30314761723254e-30,"7","DNAJB9",0.38
"GLCCI1",4.51557021971599e-34,0.268480379063247,0.466,0.147,1.10830155472709e-29,"7","GLCCI1",0.319
"TMEM214",2.08965713442782e-33,0.262016389434154,0.297,0.076,5.12885447073964e-29,"7","TMEM214",0.221
"DUSP51",4.86857667199387e-33,0.694071728310401,0.539,0.21,1.19494345837417e-28,"7","DUSP5",0.329
"KDELR22",6.06332463593488e-33,0.369817208640459,0.53,0.19,1.48818239864386e-28,"7","KDELR2",0.34
"NUCB22",6.96795994454916e-33,0.562979086829109,0.603,0.245,1.71021608879015e-28,"7","NUCB2",0.358
"FNDC3A1",3.40653165672161e-32,0.366200845481948,0.522,0.192,8.36099129825752e-28,"7","FNDC3A",0.33
"UAP1",6.73263154456998e-32,0.278520278941975,0.405,0.128,1.65245708629926e-27,"7","UAP1",0.277
"LMAN2",8.98330413840968e-31,0.545546819397867,0.586,0.242,2.20486216773127e-26,"7","LMAN2",0.344
"ERGIC32",9.39019192023265e-31,0.350373398558698,0.474,0.167,2.3047287049019e-26,"7","ERGIC3",0.307
"FBXW7",1.3622686553939e-30,0.290287344188015,0.547,0.206,3.34355218779878e-26,"7","FBXW7",0.341
"KDELR12",2.77335298799913e-30,0.271997991815104,0.5,0.178,6.80691757374506e-26,"7","KDELR1",0.322
"AL360012.1",9.19565119526734e-30,0.273914203277818,0.28,0.075,2.25698062936642e-25,"7","AL360012.1",0.205
"VOPP12",1.40306356041404e-29,0.288032973047182,0.522,0.188,3.44367920268021e-25,"7","VOPP1",0.334
"RPN13",3.49611207896854e-29,0.278347710318,0.474,0.167,8.58085748662039e-25,"7","RPN1",0.307
"RABAC11",1.28854750767464e-28,0.454787430837397,0.664,0.296,3.16261100283664e-24,"7","RABAC1",0.368
"TMEM592",2.06387995837169e-28,0.534371563966882,0.763,0.402,5.06558696982748e-24,"7","TMEM59",0.361
"EHMT1",8.56937721881789e-28,0.522488196222729,0.444,0.168,2.10326794458666e-23,"7","EHMT1",0.276
"PABPC42",4.86365450483651e-27,0.48083772791204,0.647,0.301,1.19373536166707e-22,"7","PABPC4",0.346
"SPCS1",2.2119687297374e-26,0.510353559081342,0.707,0.382,5.42905605026748e-22,"7","SPCS1",0.325
"GSTP14",5.51506590301036e-26,0.402522539779649,0.754,0.362,1.35361777523486e-21,"7","GSTP1",0.392
"DNAJC32",3.77727402179068e-25,0.257829025870595,0.556,0.223,9.27094135908305e-21,"7","DNAJC3",0.333
"AC245014.3",2.01494720002975e-24,0.327759868427324,0.267,0.078,4.94548640775302e-20,"7","AC245014.3",0.189
"TRAM13",1.13511562543626e-23,0.386549954297946,0.651,0.306,2.78602779107077e-19,"7","TRAM1",0.345
"PPIB4",1.91493195559627e-23,0.631782791645389,0.763,0.444,4.70000899181549e-19,"7","PPIB",0.319
"Z93241.1",3.27723797853841e-23,0.326011313714765,0.267,0.08,8.04365289452468e-19,"7","Z93241.1",0.187
"CYBA1",4.99812232538917e-23,0.408685624955093,0.914,0.705,1.22673914354352e-18,"7","CYBA",0.209
"KRTCAP2",7.86916399674912e-23,0.335577194824457,0.509,0.218,1.9314076113621e-18,"7","KRTCAP2",0.291
"DNAJC11",2.55992488636808e-22,0.286444744086315,0.552,0.237,6.28307964110182e-18,"7","DNAJC1",0.315
"PRDM12",3.55355828534624e-22,0.534080299365495,0.53,0.238,8.72185345555381e-18,"7","PRDM1",0.292
"P4HB3",4.53355057337316e-22,0.272163513785544,0.638,0.291,1.11271465272871e-17,"7","P4HB",0.347
"TMEM2583",9.45510063820456e-22,0.45070144499617,0.707,0.379,2.32065990064093e-17,"7","TMEM258",0.328
"SEC61G4",1.39768723313616e-18,0.420794634939,0.69,0.381,3.4304835450094e-14,"7","SEC61G",0.309
"SELENOK",4.64284668211838e-17,0.369135933403799,0.81,0.509,1.13954028965913e-12,"7","SELENOK",0.301
"TMED103",6.90665234696811e-17,0.259585400103007,0.586,0.283,1.69516875203985e-12,"7","TMED10",0.303
"LMNA3",2.8304811487669e-16,0.297417866788749,0.517,0.238,6.94713293153348e-12,"7","LMNA",0.279
"OSTC1",4.45635228890844e-16,0.264102496987452,0.491,0.229,1.09376710578969e-11,"7","OSTC",0.262
"GLA1",5.33231929742639e-15,0.256093430273639,0.328,0.136,1.30876444836033e-10,"7","GLA",0.192
"RGS13",1.60114447438413e-14,0.261278060986318,0.625,0.35,3.92984899792842e-10,"7","RGS1",0.275
"CYTOR1",8.52868921330046e-13,0.595049203622944,0.591,0.347,2.09328148051247e-08,"7","CYTOR",0.244
"SEC621",2.55911873381664e-11,0.276535729612692,0.759,0.508,6.28110102027955e-07,"7","SEC62",0.251
"JUN1",1.49122701163577e-09,0.518877606383381,0.828,0.685,3.66006757735883e-05,"7","JUN",0.143
"XIST3",4.04047304347831e-08,0.304111138259094,0.392,0.228,0.000991693703791317,"7","XIST",0.164
"SUB11",4.13506767805734e-07,0.257189720994178,0.819,0.626,0.0101491101090239,"7","SUB1",0.193
"TPSB2",0,5.00305429459328,0.972,0.002,0,"8","TPSB2",0.97
"TPSAB1",0,4.77477649686543,0.972,0.001,0,"8","TPSAB1",0.971
"CPA3",0,4.49728727747361,0.972,0.001,0,"8","CPA3",0.971
"MS4A2",0,3.16754002788632,0.958,0.001,0,"8","MS4A2",0.957
"GATA2",0,2.72097862167013,0.93,0.006,0,"8","GATA2",0.924
"KIT",0,2.68523786507012,0.972,0.007,0,"8","KIT",0.965
"SLC18A2",0,2.38745633294967,0.831,0.003,0,"8","SLC18A2",0.828
"HPGDS",0,2.31311454277462,0.887,0.001,0,"8","HPGDS",0.886
"VWA5A",0,2.18715082715969,0.93,0.014,0,"8","VWA5A",0.916
"LTC4S",0,2.17277583491703,0.887,0.035,0,"8","LTC4S",0.852
"ADCYAP1",0,2.15986335028616,0.493,0,0,"8","ADCYAP1",0.493
"HDC",0,2.05754841057457,0.732,0.001,0,"8","HDC",0.731
"IL1RL1",0,1.97659767010677,0.789,0.002,0,"8","IL1RL1",0.787
"CTSG",0,1.64704975448454,0.352,0,0,"8","CTSG",0.352
"RHEX",0,1.43651784517088,0.648,0.006,0,"8","RHEX",0.642
"GCSAML",0,1.42234918521508,0.606,0,0,"8","GCSAML",0.606
"AL157895.1",0,1.26743301913056,0.718,0,0,"8","AL157895.1",0.718
"SLC45A3",0,1.15889517668606,0.592,0.006,0,"8","SLC45A3",0.586
"MAOB",0,1.0727873886981,0.634,0.01,0,"8","MAOB",0.624
"STXBP6",0,0.931991135152506,0.521,0.007,0,"8","STXBP6",0.514
"CDK15",0,0.877680836478308,0.521,0,0,"8","CDK15",0.521
"TPSD1",0,0.872310851770643,0.394,0,0,"8","TPSD1",0.394
"CADPS",0,0.863100981982419,0.423,0.002,0,"8","CADPS",0.421
"NTRK1",0,0.831707745816396,0.423,0.006,0,"8","NTRK1",0.417
"GMPR",0,0.813802921532924,0.465,0.007,0,"8","GMPR",0.458
"KCNH2",0,0.779144594264524,0.493,0.002,0,"8","KCNH2",0.491
"SVOPL",0,0.638140305738393,0.338,0,0,"8","SVOPL",0.338
"TMEM233",0,0.604493300449392,0.296,0.002,0,"8","TMEM233",0.294
"SIGLEC8",0,0.542573025379045,0.296,0.001,0,"8","SIGLEC8",0.295
"ENPP3",0,0.510059777656097,0.296,0.001,0,"8","ENPP3",0.295
"SIGLEC6",0,0.445363474704334,0.254,0.001,0,"8","SIGLEC6",0.253
"TAL1",0,0.418506824072721,0.268,0.002,0,"8","TAL1",0.266
"PTGS1",1.54945725111484e-298,0.998013596990073,0.577,0.015,3.80298787713627e-294,"8","PTGS1",0.562
"CNRIP1",2.4676478498567e-296,1.16449421188531,0.521,0.012,6.05659488268829e-292,"8","CNRIP1",0.509
"FCER1A",8.93130689457328e-288,0.518594676664756,0.282,0.003,2.19209996420406e-283,"8","FCER1A",0.279
"CAVIN2",3.57937289219971e-278,0.856702417777847,0.423,0.008,8.78521282661497e-274,"8","CAVIN2",0.415
"RGS131",1.96268304475043e-274,1.68429502545433,0.648,0.021,4.81720926503546e-270,"8","RGS13",0.627
"SLC24A3",1.98713638219382e-249,0.468853583742626,0.324,0.005,4.87722753645651e-245,"8","SLC24A3",0.319
"MITF1",5.68656529268713e-237,1.15368483009946,0.648,0.025,1.39571058543713e-232,"8","MITF",0.623
"CLU1",1.50579033428062e-227,2.68111596910503,0.901,0.054,3.69581179645835e-223,"8","CLU",0.847
"P2RX1",2.67822426485981e-220,0.627435579187264,0.352,0.007,6.57343363567192e-216,"8","P2RX1",0.345
"PBX11",1.3873095099998e-216,1.34566928888898,0.592,0.022,3.40501246134351e-212,"8","PBX1",0.57
"TTLL7",1.085625252538e-206,0.749682070849481,0.366,0.008,2.66455861982927e-202,"8","TTLL7",0.358
"HPGD",8.20470216150979e-203,2.19856460586934,0.746,0.039,2.01376209852096e-198,"8","HPGD",0.707
"AKAP121",1.13722491950951e-197,1.16050188283505,0.493,0.017,2.79120484244414e-193,"8","AKAP12",0.476
"CALB2",3.00793052652575e-193,0.498574977242973,0.268,0.005,7.38266468430481e-189,"8","CALB2",0.263
"PAQR5",3.51354568520842e-171,0.428027548168646,0.254,0.005,8.62364652977554e-167,"8","PAQR5",0.249
"CLNK",5.26812655459186e-160,1.63707228662877,0.577,0.029,1.29300898155903e-155,"8","CLNK",0.548
"RHOBTB31",1.78493563653905e-151,1.28543040167942,0.676,0.042,4.38094602632144e-147,"8","RHOBTB3",0.634
"KIAA1549",2.24831663015922e-140,0.482686020836518,0.268,0.007,5.51826833706278e-136,"8","KIAA1549",0.261
"DHRS9",1.6770863545228e-135,0.67211700201858,0.296,0.009,4.11624074854075e-131,"8","DHRS9",0.287
"BACE22",1.91580738152269e-129,1.16959727894296,0.704,0.054,4.70215763720928e-125,"8","BACE2",0.65
"CD331",2.38609891542228e-120,0.738486224449862,0.408,0.019,5.85644117801244e-116,"8","CD33",0.389
"DLC11",1.38559716203403e-118,0.709313310091342,0.423,0.02,3.40080967449632e-114,"8","DLC1",0.403
"MEIS21",3.03572207469196e-117,0.519730021505526,0.338,0.013,7.45087626012394e-113,"8","MEIS2",0.325
"ABCC4",1.42993814928427e-114,0.754153313683297,0.493,0.029,3.50964019360331e-110,"8","ABCC4",0.464
"BTK2",1.39137525766799e-112,1.22046433443474,0.69,0.059,3.4149914324203e-108,"8","BTK",0.631
"ALOX51",1.81075920180836e-112,1.33995564333244,0.803,0.08,4.44432738491845e-108,"8","ALOX5",0.723
"HS6ST1",5.43860767523365e-109,0.687979433942091,0.437,0.024,1.33485186780935e-104,"8","HS6ST1",0.413
"LIF1",4.3205101441719e-108,0.992067310065178,0.465,0.027,1.06042600978555e-103,"8","LIF",0.438
"P2RY14",8.26489277424527e-106,0.658629509325371,0.451,0.026,2.02853528251076e-101,"8","P2RY14",0.425
"PPM1H",5.39404618263843e-102,0.284514375789312,0.254,0.008,1.32391469506678e-97,"8","PPM1H",0.246
"ADAM121",1.9790657418801e-101,0.814304525426856,0.437,0.025,4.85741895687052e-97,"8","ADAM12",0.412
"TMEM255B",3.93836678139537e-101,0.448192847962785,0.282,0.011,9.66632742825679e-97,"8","TMEM255B",0.271
"BMP2K1",4.57728568198777e-100,1.45142736549767,0.775,0.087,1.12344899778708e-95,"8","BMP2K",0.688
"CACNA2D11",6.8395962330429e-100,0.41956526837404,0.268,0.01,1.67871049943805e-95,"8","CACNA2D1",0.258
"TIMP31",4.55565854495526e-97,0.735609073936682,0.465,0.029,1.11814083327382e-92,"8","TIMP3",0.436
"LYL11",3.48617767437847e-95,0.966255147486214,0.592,0.05,8.55647448399451e-91,"8","LYL1",0.542
"RAB322",4.54744369645613e-92,0.737248728943844,0.521,0.04,1.11612458085819e-87,"8","RAB32",0.481
"CD94",7.44458773564341e-92,1.72657929163654,0.761,0.095,1.82719961383632e-87,"8","CD9",0.666
"FERMT21",2.57036995418387e-84,0.683941277285027,0.423,0.028,6.3087160155489e-80,"8","FERMT2",0.395
"MLPH1",1.12656514241289e-82,0.795530852248961,0.451,0.033,2.76504148553819e-78,"8","MLPH",0.418
"HS3ST11",7.36618321349433e-82,0.728767593934589,0.437,0.032,1.80795600792005e-77,"8","HS3ST1",0.405
"RASGRP4",2.82949499598968e-79,0.380185386989331,0.324,0.018,6.94471251815707e-75,"8","RASGRP4",0.306
"GPR34",2.08740857445706e-77,0.562464349266284,0.296,0.015,5.1233356051474e-73,"8","GPR34",0.281
"RAB27B1",6.78474941172681e-77,1.00940247963997,0.549,0.053,1.66524889561423e-72,"8","RAB27B",0.496
"ALDH1A1",1.06552825093272e-76,0.60062844705082,0.324,0.019,2.61523253908928e-72,"8","ALDH1A1",0.305
"FER1",4.72934790876402e-75,0.913412723151511,0.535,0.052,1.16077115072704e-70,"8","FER",0.483
"IL182",1.77513411808341e-73,0.842564394844526,0.479,0.043,4.35688917942392e-69,"8","IL18",0.436
"ADGRE21",2.01819467152082e-72,1.02170131711211,0.592,0.064,4.95345700178069e-68,"8","ADGRE2",0.528
"CAPG1",1.09335611678343e-69,1.49741376068836,0.831,0.142,2.68353325303326e-65,"8","CAPG",0.689
"GALC",3.47815160216856e-68,1.3617711431329,0.69,0.1,8.53677529236251e-64,"8","GALC",0.59
"AC020571.1",7.24074135459243e-68,0.545467130542051,0.338,0.022,1.77716755807117e-63,"8","AC020571.1",0.316
"FCER1G2",6.48499658684324e-66,1.2569282796807,0.873,0.141,1.59167756227481e-61,"8","FCER1G",0.732
